specialty_code,specialty_name,package_code,package_name,package_amount_rs,pre_investigations,post_investigations,govt_reserved,referral_basis
MO,Medical Oncology,MO017B,"Sorafenib
Sorafenib 400mg PO twice daily",7400,"CBC,LFT, RFT, RBS, Triphasic CECT Thorax , abdomen ,Pelvis, Histopathology , AFP, Lipid Profile, Urine R/M, 2D ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO018A,"Gemcitabine + Nanopaclitaxel
Gemcitabine 1000mg/m2 D1 D8 D16
Albumin bound Paclitaxel 125mg/m2 D1 D8 D15 every 28 days",23500,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO018B,"Gemcitabine
Gemcitabine 1000mg /m2 D1 D8 every 21 days",9000,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO018C,"Gemcitabine
Gemcitabine 300mg/m2 weekly",9000,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO018D,"5FU + Leucovorin + Oxaliplatin + Irinotecan
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Oxaliplatin 85 mg/m2 D1
Irinotecan 180mg/m2 every 14 days",15500,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO018E,"Capecitabine
Capecitabine 825 mg/m2 twice daily",7400,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO018F,"Capecitabine + Gemcitabine
Gemcitabine 1000mg/m2 D1 D8 D15
Capecitabine 830mg/m2 twice daily D1-D21 every 28 days",31500,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019A,"Capecitabine
Capecitabine 1000 - 1250 mg/m2 twice daily D1 -D14 every 21 days",7300,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019B,"Cisplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 25 mg/m2 D1 D8 every 21 days",10900,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019C,"5FU + Leucovorin + Irinotecan
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Irinotecan 180mg/m2 85 mg/m2 D1 every 14 days",8900,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019D,"Gemcitabine
Gemcitabine 300 mg/m2 D1 every week",9000,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019E,"Gemcitabine
Gemcitabine 1000mg /m2 D1 D8 every 21 days",8900,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019F,"Oxaliplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1
Oxaliplatin 100 mg/m2 D1 every 14 days",17100,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019G,"Capecitabine + Irinotecan
Capecitabine 1000mg/m2 D1-D14
Irinotecan 200 mg/m2 D1 every 21 days",12600,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO019H,"5FU + Leucovorin + Oxaliplatin
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Oxaliplatin 85 mg/m2 D1 every 14 days",11300,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, CA19.9, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO020A,"Imatinib
Imatinib 400 mg once daily",19400,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, Ckit-mutation (not mandatory) ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO020B,"Sunitinib
Sunitinb 37.5 mg once daily",24400,"CBC,LFT, RFT, RBS, CECT Thorax , abdomen ,Pelvis, Histopathology/FNAC, Ckit-mutation (not mandatory) ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO021A,"Temozolamide
Temozolomide 150 - 200 mg/m2 D1-D5 every 28 days",13000,"CBC,LFT, RFT, RBS, MRI brain,  Histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO021B,"Temozolamide
Temozolomide 75mg/m2 once daily",67600,"CBC,LFT, RFT, RBS, MRI brain,  Histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO022A,"Gemcitabine + Cisplatin
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 75 mg/m2 D1 every 21 days",11100,"CBC, LFT, RFT, RBS, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO022B,"Pemetrexed + Cisplatin
Pemetrexed 500mg/m2 D1
Cisplatin 75 mg/m2 D1 every 21 days",9200,"CBC, LFT, RFT, RBS, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO022C,"Pemetrexed + Carboplatin
Pemetrexed 500mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",10000,"CBC, LFT, RFT, RBS, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO023A,"Cisplatin + Etoposide
Etoposide 100mg/m2 D1 - D3
Cisplatin 75-100 mg/m2 D1 every 21 days",5300,"CBC, LFT, RFT, RBS, CECT Thorax, abdomen and Pelvis, histopathology , ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO023B,"Cisplatin + Adriamycin + Cyclophosphamide
Cisplatin 50 mg/m2 D1
Doxorubicin 50 mg/m2 D1
Cyclophosphamide 500 mg/m2 D1 every 21 days",5000,"CBC, LFT, RFT, RBS, CECT Thorax, abdomen and Pelvis, histopathology , ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024A,"Cisplatin + Docetaxel
Docetaxel 75 mg/m2 D1
Cisplatin 75 mg/m2 D1 every 21 days",12400,"CBC, LFT,RFT,RBS,CECT/MR Face and neck, histopathology -squamous carcinoma, Nasopharyngeal carcinoma Pure tone audiometry","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024B,"Cisplatin
Cisplatin 100mg/m2 every 21 days",9800,"CBC, LFT,RFT,RBS,CECT/MR Face and neck, histopathology -squamous carcinoma, nasopharyngeal carcinoma,Pure tone audiometry","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024C,"Carboplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Carboplatin AUC 5-6 D1 every 21 days",14300,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024D,"Docetaxel + Cisplatin + 5 FU
Docetaxel 75 mg/m2 D1
Cisplatin 75 mg/m2 D1
5 FU 750 mg/m2 D1- D5 every 21 days",16500,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024E,"Docetaxel
Docetaxel 20mg/m2 every week",15000,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024F,"Docetaxel
Docetaxel 75 mg/m2 D1 every 21 days",14400,"CBC, LFT,RFT,RBS,CECT/MR Face and neck, histopathology -squamous carcinoma","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024G,"Etoposide + Carboplatin
Etoposide 100mg/m2 D1 - D3
Carboplatin AUC 5-6 D1 every 21 days",7100,"CBC, LFT,RFT,RBS,histopathology -esthesioneuroblastoma, Neuroendocrine, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024H,"Etoposide + Cisplatin
Etoposide 100mg/m2 D1 - D3
Cisplatin 75-100 mg/m2 D1 every 21 days",9200,"CBC, LFT,RFT,RBS,histopathology -esthesioneuroblastoma, Neuroendocrine, ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024I,"Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8 every 21 days",9200,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024J,"Gemcitabine + Cisplatin
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 75 mg/m2 D1 every 21 days",11100,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024K,"Paclitaxel + Carboplatin
Paclitaxel 80mg/m2 D1
Carboplatin AUC 2 D1 every week",7700,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024L,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 every 21 days",15100,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024M,"Paclitaxel
Paclitaxel 80mg/m2 every week",5700,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024N,"Paclitaxel
Paclitaxel 175mg/m2 every 21 days",12200,"CBC, LFT,RFT,RBS, histopathology-squamous carcinoma,nasopharyngeal carcinoma, salivary gland","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024O,"Carboplatin
Carboplatin AUC 2 every week",2400,"CBC, LFT,RFT,RBS,CECT/MR Face and neck, histopathology -squamous carcinoma, nasopharyngeal carcinoma","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO024P,"Cisplatin
Cisplatin 40mg/m2 every week",2200,"CBC, LFT,RFT,RBS,CECT/MR Face and neck, histopathology -squamous carcinoma,","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO025A,"Sunitinib
50 mg once daily 4 weeks on 2 weeks off",26400,"CBC, RFT, RBS, CECT Thorax, abdomen and Pelvis,lipid profile, 2 D ECHO, TFT, 24 hour urine protein","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026A,"Cisplatin + Methotrexate + Vinblastin
Methotrexate 30mg/m2 D1 D8
Vinblastine 4 mg/m2 D1 D8
Doxorubicin 30 mg/m2 D2
Cuisplatin 100 mg/m2 D2
Leucovorin 15 mg PO D2 D9 every 21 days",6000,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026B,"Carboplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Carboplatin AUC 5-6 D1 every 21 days",14300,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, MRI,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026C,"Cisplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 75 mg/m2 D1 every 21 days",11100,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, MRI, ECG, 2D-ECHO,Histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026D,"Cisplatin + 5 FU
5 FU 1000mg/m2 D1-D4
Cisplatin 75mg/m2 D1 every 4 weeks",7800,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
